City,Area,Property_Type,Size_sqft,Bedrooms,Bathrooms,Age_Years,Facing,Highway_Distance_m,Price
Noida,Sector 150,Flat,4480,2,2,3,East,2369,37379259
Kanpur,Swaroop Nagar,Plot,4750,0,0,0,East,62,20075111
Kanpur,Arya Nagar,Plot,1067,0,0,0,West,4554,3047233
Gorakhpur,Rustampur,House,1576,2,2,0,South,3776,6035545
Gorakhpur,Shahpur,Flat,2876,4,4,8,North-East,4888,9633443
Kanpur,Swaroop Nagar,Flat,2126,4,4,19,North,1712,9445661
Gorakhpur,Medical Road,House,3687,5,5,13,South,759,17684590
Lucknow,Indira Nagar,House,3105,3,3,20,North,4553,13655063
Gorakhpur,Medical Road,Flat,2534,2,2,3,South,1594,10732550
Lucknow,Hazratganj,Flat,4476,3,3,3,North-East,556,33893880
Kanpur,Arya Nagar,Flat,3466,1,1,21,North,4345,10536683
Gorakhpur,Medical Road,Flat,1614,1,1,2,North-East,3534,5949401
Noida,Greater Noida,House,2121,4,4,24,North-East,780,18273319
Kanpur,Swaroop Nagar,House,2167,2,2,8,East,3324,7507420
Kanpur,Kidwai Nagar,Flat,1076,2,2,19,North-East,3896,3723319
Banaras,Sarnath,Plot,986,0,0,0,North,2285,4758781
Noida,Greater Noida,Flat,1470,1,1,11,West,1028,11789066
Kanpur,Arya Nagar,Flat,1980,5,5,11,North,4865,7278684
Banaras,Sarnath,Plot,1875,0,0,0,North-East,4365,7885107
Banaras,Sigra,House,3668,1,1,8,North,804,19942263
Gorakhpur,Taramandal,House,1282,2,2,22,North-East,2344,6638771
Lucknow,Gomti Nagar,Plot,2059,0,0,0,North,2093,13979713
Kanpur,Kidwai Nagar,House,2287,1,1,23,North-East,4877,6509454
Banaras,Sarnath,Plot,3968,0,0,0,North-East,3626,17592145
Banaras,Sarnath,Flat,1775,4,4,10,West,3159,9292065
Banaras,Sarnath,Flat,2311,1,1,5,North-East,4627,9730347
Lucknow,Indira Nagar,Plot,4716,0,0,0,North-East,4413,20285761
Banaras,Sigra,Flat,3259,2,2,10,South,1798,17480263
Noida,Greater Noida,Plot,3473,0,0,0,North-East,478,27897124
Gorakhpur,Taramandal,House,2042,5,5,11,South,4202,10498666
Banaras,Lanka,Flat,764,4,4,24,West,3991,5153685
Gorakhpur,Shahpur,Flat,1558,3,3,14,South,2713,6644314
Banaras,Sarnath,Flat,3859,5,5,2,South,1948,20982125
Noida,Greater Noida,Plot,1441,0,0,0,West,3948,8845105
Noida,Sector 150,House,2062,5,5,13,East,3904,16692987
Lucknow,Indira Nagar,Flat,3795,1,1,4,West,442,22979349
Kanpur,Swaroop Nagar,Flat,1335,3,3,12,East,3206,5312225
Gorakhpur,Taramandal,House,2386,4,4,13,West,3499,11941790
Gorakhpur,Medical Road,Flat,686,4,4,15,West,4104,3313975
Noida,Sector 150,House,1287,5,5,12,West,908,13964505
Noida,Sector 62,Flat,3645,5,5,17,East,1685,29002915
Noida,Sector 62,Flat,2144,5,5,21,East,374,19887352
Noida,Sector 62,Flat,4188,4,4,18,South,1565,33608544
Noida,Greater Noida,House,4656,2,2,14,North,2988,31547137
Kanpur,Kidwai Nagar,House,4958,4,4,16,East,4449,15477544
Noida,Sector 150,Plot,3074,0,0,0,North,2863,24955948
Banaras,Lanka,House,1768,4,4,21,West,3190,11228258
Banaras,Sarnath,Flat,3012,5,5,2,North-East,502,19335985
Lucknow,Indira Nagar,Flat,2682,4,4,9,East,1944,15547311
Kanpur,Swaroop Nagar,Flat,4463,3,3,16,North-East,1990,16966307
Lucknow,Gomti Nagar,Flat,1934,1,1,4,South,4524,10786407
Kanpur,Arya Nagar,Plot,4105,0,0,0,West,1421,15806984
Gorakhpur,Shahpur,Flat,3931,4,4,17,East,530,18087741
Kanpur,Kidwai Nagar,Flat,2766,2,2,23,South,4658,8294450
Noida,Greater Noida,Flat,2845,1,1,17,East,4616,16291074
Banaras,Lanka,Plot,871,0,0,0,East,3959,4668419
Lucknow,Indira Nagar,Flat,3558,5,5,21,South,1955,20462301
Gorakhpur,Rustampur,Flat,2267,3,3,10,North-East,2478,9525857
Lucknow,Gomti Nagar,Plot,1908,0,0,0,West,545,14505341
Noida,Sector 62,House,3003,4,4,23,South,1359,25115685
Noida,Sector 62,Flat,2764,4,4,20,West,2965,19401584
Kanpur,Arya Nagar,Flat,3728,4,4,22,South,1095,15627271
Banaras,Lanka,House,1512,2,2,6,North-East,3759,8620302
Gorakhpur,Taramandal,Flat,731,1,1,15,West,2851,3502877
Lucknow,Hazratganj,Flat,4608,2,2,18,South,1680,32253484
Lucknow,Indira Nagar,Flat,2460,4,4,2,North,2784,13956187
Noida,Greater Noida,Plot,3285,0,0,0,North,1010,25998271
Banaras,Sarnath,Plot,677,0,0,0,East,555,3889386
Gorakhpur,Medical Road,Flat,4135,2,2,21,South,482,18417299
Noida,Sector 62,Flat,1370,5,5,10,West,236,13881555
Gorakhpur,Taramandal,House,3514,3,3,20,North-East,1205,20019063
Lucknow,Indira Nagar,Plot,2440,0,0,0,North,4764,10147008
Noida,Sector 62,Plot,3361,0,0,0,East,1997,25464150
Kanpur,Arya Nagar,Flat,1685,4,4,9,South,2226,7627852
Lucknow,Hazratganj,Plot,4712,0,0,0,South,66,35233653
Gorakhpur,Taramandal,Flat,1277,2,2,20,North,1873,7226703
Noida,Sector 150,Plot,3226,0,0,0,North-East,2039,27065565
Kanpur,Kidwai Nagar,Plot,2678,0,0,0,West,1249,10125432
Gorakhpur,Taramandal,Flat,2749,3,3,19,West,2640,14442326
Noida,Sector 150,House,2428,1,1,3,North-East,3004,20039342
Banaras,Lanka,Plot,774,0,0,0,East,384,5466361
Kanpur,Swaroop Nagar,Flat,2487,2,2,11,North-East,69,11100437
Banaras,Sarnath,Plot,2667,0,0,0,West,3202,12012589
Banaras,Sarnath,Flat,1336,3,3,10,East,3380,6916293
Lucknow,Gomti Nagar,Flat,3574,5,5,10,North-East,1458,27009909
Noida,Greater Noida,Flat,4103,3,3,13,North-East,4670,25076376
Gorakhpur,Shahpur,Flat,741,2,2,24,North,3581,2823283
Lucknow,Indira Nagar,Flat,4924,1,1,21,East,97,30692772
Gorakhpur,Medical Road,Flat,3124,3,3,19,North-East,209,31356675
Noida,Sector 150,House,2882,2,2,13,East,1760,25773844
Gorakhpur,Medical Road,Plot,1320,0,0,0,East,383,5792985
Gorakhpur,Medical Road,Flat,2112,2,2,23,South,1822,8570830
Lucknow,Gomti Nagar,Flat,1790,4,4,10,North-East,639,14635587
Noida,Greater Noida,Flat,1803,5,5,23,South,2157,15044132
Kanpur,Kidwai Nagar,Flat,1208,4,4,15,East,3640,4983938
Banaras,Sigra,Flat,1862,2,2,20,East,4178,7839120
Banaras,Lanka,Plot,2171,0,0,0,North-East,2284,13640675
Kanpur,Arya Nagar,Plot,4352,0,0,0,West,263,17992743
Gorakhpur,Shahpur,Flat,2295,4,4,13,West,134,23328396
Banaras,Lanka,House,3930,5,5,24,North-East,1383,27366597
Kanpur,Swaroop Nagar,Flat,1948,4,4,21,North,1325,8765792
Lucknow,Hazratganj,Flat,4035,2,2,11,West,1288,28577565
Banaras,Sigra,Flat,4739,5,5,17,North-East,2671,24779083
Gorakhpur,Taramandal,Flat,3047,5,5,7,West,947,19311754
Lucknow,Indira Nagar,Flat,4967,1,1,6,North-East,2228,26439753
Kanpur,Swaroop Nagar,Plot,675,0,0,0,North-East,624,2749563
Lucknow,Gomti Nagar,Plot,2492,0,0,0,West,1646,17570845
Lucknow,Gomti Nagar,House,3624,2,2,21,North-East,4237,20194264
Noida,Sector 150,Plot,2008,0,0,0,West,2526,16619449
Gorakhpur,Medical Road,Flat,4445,2,2,7,South,938,18937226
Lucknow,Indira Nagar,Flat,1842,3,3,12,North,1440,11441916
Gorakhpur,Rustampur,House,1035,5,5,20,West,4667,4590454
Kanpur,Swaroop Nagar,Flat,2254,2,2,22,South,4414,6980009
Kanpur,Swaroop Nagar,Plot,3962,0,0,0,North-East,3626,12450869
Kanpur,Swaroop Nagar,Plot,3185,0,0,0,North-East,2541,11403277
Kanpur,Swaroop Nagar,Flat,4491,4,4,1,East,4662,14443383
Gorakhpur,Rustampur,Flat,1394,2,2,7,East,754,6787826
Banaras,Sigra,House,4917,1,1,0,North-East,3527,21562074
Kanpur,Kidwai Nagar,Plot,953,0,0,0,South,1328,3709394
Banaras,Sarnath,Flat,3634,4,4,11,North-East,3312,18236026
Kanpur,Swaroop Nagar,Plot,2460,0,0,0,East,1366,9242925
Lucknow,Indira Nagar,Flat,3569,5,5,8,South,4082,17575187
Banaras,Lanka,Flat,1410,5,5,1,West,2904,10079509
Noida,Greater Noida,Flat,4229,5,5,3,East,4695,26385641
Gorakhpur,Taramandal,Plot,856,0,0,0,South,2549,4239498
Gorakhpur,Medical Road,House,4375,1,1,16,East,2564,16239051
Lucknow,Hazratganj,Flat,4850,1,1,15,West,4177,26210964
Noida,Sector 150,Flat,3470,1,1,3,North,144,35769820
Banaras,Sarnath,House,4233,1,1,9,North,4011,18489210
Banaras,Lanka,House,3504,5,5,24,North-East,1360,24140654
Banaras,Sigra,Plot,1169,0,0,0,East,1653,6136710
Banaras,Sigra,Plot,4396,0,0,0,North-East,2307,21975761
Banaras,Sarnath,House,2938,2,2,18,North-East,3476,13279030
Banaras,Sarnath,Flat,1654,5,5,14,North,934,11058840
Kanpur,Kidwai Nagar,Plot,2084,0,0,0,East,3689,6766957
Banaras,Sigra,Flat,4807,1,1,16,North,4022,20557009
Gorakhpur,Medical Road,Plot,2157,0,0,0,East,4536,6608771
Kanpur,Kidwai Nagar,Flat,2236,5,5,18,North,1835,9801078
Gorakhpur,Medical Road,Flat,3346,2,2,20,North-East,4179,11281357
Kanpur,Swaroop Nagar,Flat,3034,5,5,13,West,3385,11644876
Gorakhpur,Rustampur,House,4317,1,1,5,East,3314,15704695
Kanpur,Swaroop Nagar,Flat,3287,4,4,20,East,4771,10616854
Noida,Greater Noida,Flat,825,3,3,13,East,1690,7062888
Kanpur,Kidwai Nagar,House,2913,1,1,22,North-East,810,11241055
Noida,Sector 150,Flat,3027,4,4,8,South,956,29157669
Kanpur,Kidwai Nagar,House,1777,2,2,0,South,856,7773626
Banaras,Sarnath,House,1789,3,3,19,West,4051,8078361
Noida,Greater Noida,Plot,4841,0,0,0,West,930,38690989
Gorakhpur,Medical Road,Flat,1192,3,3,0,South,3822,5207036
Gorakhpur,Shahpur,Plot,3455,0,0,0,West,4664,10427589
Gorakhpur,Rustampur,Plot,701,0,0,0,South,2954,2517082
Lucknow,Hazratganj,Plot,2449,0,0,0,West,1706,16407326
Lucknow,Gomti Nagar,Flat,4378,3,3,12,North-East,1976,30694566
Gorakhpur,Shahpur,Flat,3402,2,2,15,West,3207,12198195
Noida,Sector 62,Flat,3360,2,2,8,North-East,3803,21644041
Lucknow,Gomti Nagar,Flat,1939,3,3,20,West,665,15318987
Gorakhpur,Taramandal,Plot,3934,0,0,0,South,83,39195761
Noida,Greater Noida,Flat,779,3,3,6,West,4682,5373722
Kanpur,Kidwai Nagar,Flat,3358,1,1,9,West,333,13636878
Lucknow,Hazratganj,House,4920,5,5,17,North-East,3468,30107658
Gorakhpur,Medical Road,Plot,1353,0,0,0,West,1829,5301954
Noida,Sector 150,House,2355,3,3,17,North-East,822,22675048
Kanpur,Swaroop Nagar,Plot,2409,0,0,0,East,4685,6917775
Kanpur,Kidwai Nagar,Flat,3329,5,5,7,West,514,15778927
Banaras,Sigra,Plot,4207,0,0,0,North,2792,19856398
Kanpur,Arya Nagar,House,1017,3,3,7,South,1350,5021689
Banaras,Sigra,Flat,1584,5,5,10,North-East,1601,10402289
Banaras,Sigra,House,1426,1,1,23,East,3201,6517427
Gorakhpur,Rustampur,Flat,3889,1,1,14,East,4200,12349377
Lucknow,Gomti Nagar,Flat,4980,1,1,6,West,1841,33337714
Banaras,Sigra,Plot,3694,0,0,0,West,3728,16325814
Kanpur,Swaroop Nagar,Flat,3313,3,3,18,North,4450,10681791
Lucknow,Hazratganj,Plot,2351,0,0,0,South,2193,15102350
Banaras,Sigra,Plot,4196,0,0,0,West,2037,20488899
Noida,Sector 62,Flat,1676,4,4,5,East,4119,11670925
Lucknow,Hazratganj,House,3533,3,3,4,North,1894,25140263
Lucknow,Hazratganj,House,4976,3,3,5,West,2649,32549988
Lucknow,Indira Nagar,Plot,4282,0,0,0,East,3040,20629297
Noida,Sector 150,Plot,3420,0,0,0,North,2616,28910857
Kanpur,Arya Nagar,Plot,4931,0,0,0,South,3597,16092445
Noida,Sector 62,Plot,4045,0,0,0,East,2827,27701890
Banaras,Sigra,Flat,1549,5,5,4,North,4970,7590795
Kanpur,Swaroop Nagar,Plot,3384,0,0,0,South,4575,9694575
Kanpur,Arya Nagar,Plot,1875,0,0,0,South,4054,5831792
Lucknow,Hazratganj,Flat,1177,3,3,11,South,4935,6787862
Kanpur,Swaroop Nagar,Flat,4240,4,4,20,North-East,3850,14572051
Lucknow,Indira Nagar,House,3503,4,4,14,North,2918,18863070
Gorakhpur,Shahpur,Plot,2689,0,0,0,South,3531,9491194
Kanpur,Arya Nagar,House,2855,1,1,16,North-East,1864,10372136
Gorakhpur,Shahpur,Plot,1450,0,0,0,North,1483,5892755
Lucknow,Gomti Nagar,Plot,3825,0,0,0,North-East,4465,21094047
Gorakhpur,Shahpur,Flat,2360,3,3,19,North-East,3820,8844315
Lucknow,Indira Nagar,Flat,1080,5,5,23,North-East,4335,5877303
Banaras,Sigra,House,3608,3,3,22,North-East,3783,16241349
Banaras,Sigra,Flat,4239,5,5,16,North,1340,24291929
Gorakhpur,Rustampur,Flat,4859,5,5,10,North,4282,17058370
Gorakhpur,Medical Road,Flat,1634,1,1,24,West,4272,5052262
Kanpur,Swaroop Nagar,Flat,912,4,4,18,North,1835,4518508
Gorakhpur,Rustampur,Plot,1949,0,0,0,South,3341,6741478
Noida,Greater Noida,Flat,2971,5,5,15,East,698,26028889
Kanpur,Kidwai Nagar,Flat,2053,3,3,11,West,1600,8546707
Banaras,Sigra,Flat,2870,5,5,4,East,1632,17451916
Banaras,Lanka,House,4330,2,2,19,East,4647,22112432
Lucknow,Indira Nagar,Plot,2559,0,0,0,North,2234,13367471
Gorakhpur,Rustampur,Flat,2210,3,3,2,North-East,3162,8797205
Lucknow,Hazratganj,Flat,1971,2,2,23,South,2554,12709424
Noida,Greater Noida,House,873,2,2,10,East,3046,6519062
Lucknow,Indira Nagar,Flat,2994,2,2,17,North,401,18687016
Lucknow,Hazratganj,Plot,4256,0,0,0,North-East,2683,27582905
Banaras,Lanka,Flat,1971,3,3,19,North-East,4246,10670390
Kanpur,Kidwai Nagar,House,4816,4,4,11,East,145,21305650
Banaras,Sigra,Flat,747,5,5,23,North,4615,4325568
Noida,Greater Noida,Flat,909,2,2,6,South,3586,6442906
Kanpur,Swaroop Nagar,Plot,4411,0,0,0,North-East,2215,15829575
Banaras,Sigra,Flat,2447,3,3,19,East,3449,11444408
Gorakhpur,Shahpur,Plot,1027,0,0,0,North,2889,3743484
Noida,Sector 150,House,1442,4,4,16,North-East,2875,12713679
Kanpur,Kidwai Nagar,House,1793,2,2,11,North-East,302,8170738
Gorakhpur,Medical Road,Flat,3364,1,1,3,East,1359,13770491
Kanpur,Swaroop Nagar,Flat,2400,2,2,0,West,2754,8855149
Lucknow,Indira Nagar,House,4518,5,5,14,East,1498,27308339
Banaras,Sigra,House,1007,5,5,3,North,2967,6799770
Kanpur,Arya Nagar,Plot,4766,0,0,0,North-East,2219,17142763
Kanpur,Swaroop Nagar,Flat,3549,5,5,16,South,2262,14151182
Lucknow,Hazratganj,Plot,1296,0,0,0,South,1005,9501759
Noida,Sector 62,Flat,3759,2,2,5,North,4414,22701939
Banaras,Sarnath,Flat,664,1,1,9,West,3067,3162993
Banaras,Sigra,Flat,2851,5,5,24,South,3345,14044957
Noida,Sector 150,Flat,3036,1,1,5,West,4662,20888081
Lucknow,Hazratganj,Plot,4269,0,0,0,North-East,2984,26076744
Noida,Sector 62,Plot,3975,0,0,0,South,720,32318438
Gorakhpur,Rustampur,Plot,890,0,0,0,West,1689,3624383
Banaras,Sarnath,Plot,1780,0,0,0,South,4639,7238407
Lucknow,Hazratganj,Flat,1937,2,2,18,West,1318,13942771
Kanpur,Kidwai Nagar,House,2735,2,2,6,East,3716,9349484
Noida,Sector 150,House,2662,3,3,7,West,2117,23339617
Lucknow,Gomti Nagar,Plot,2117,0,0,0,West,4263,11402509
Gorakhpur,Rustampur,Plot,1687,0,0,0,East,4593,5394997
Noida,Sector 150,Flat,2435,1,1,22,South,394,23502001
Gorakhpur,Shahpur,Flat,3811,5,5,11,West,1046,17488232
Lucknow,Hazratganj,Plot,1229,0,0,0,North-East,3453,7251297
Lucknow,Hazratganj,Plot,4768,0,0,0,North-East,344,36930670
Kanpur,Arya Nagar,Plot,3884,0,0,0,North-East,3853,12481278
Banaras,Sarnath,Plot,765,0,0,0,East,3498,3335302
Lucknow,Indira Nagar,Flat,2895,1,1,2,South,841,16887364
Lucknow,Indira Nagar,Flat,3228,1,1,16,South,2493,16987828
Lucknow,Hazratganj,Flat,1821,2,2,8,East,1684,13117838
Lucknow,Indira Nagar,House,4989,3,3,10,North-East,962,29247376
Gorakhpur,Shahpur,Flat,688,1,1,22,South,3823,2209894
Lucknow,Indira Nagar,Flat,2613,5,5,1,East,2807,15607478
Kanpur,Arya Nagar,Plot,2423,0,0,0,East,2714,8389786
Gorakhpur,Shahpur,House,4441,2,2,10,West,1254,18866437
Kanpur,Arya Nagar,Plot,636,0,0,0,North-East,1208,2464528
Gorakhpur,Shahpur,Flat,4842,2,2,3,South,4123,16299404
Kanpur,Arya Nagar,House,1935,3,3,0,West,881,9322669
Gorakhpur,Medical Road,Flat,1329,5,5,22,North,879,7446452
Banaras,Sigra,Flat,4473,3,3,9,East,1435,24331133
Kanpur,Swaroop Nagar,House,1852,5,5,0,South,409,9967066
Lucknow,Gomti Nagar,Flat,2875,2,2,17,North-East,2741,18041630
Noida,Greater Noida,Plot,1613,0,0,0,North,3992,9919112
Gorakhpur,Taramandal,Plot,1980,0,0,0,South,4782,8188078
Banaras,Sarnath,Plot,3824,0,0,0,North-East,3712,16647199
Gorakhpur,Shahpur,Flat,810,1,1,0,South,666,3842821
Lucknow,Gomti Nagar,Flat,4048,5,5,10,North,2655,26925403
Noida,Greater Noida,Flat,3140,4,4,8,North-East,4326,20656819
Gorakhpur,Taramandal,Flat,1071,3,3,3,West,1117,7324280
Lucknow,Gomti Nagar,Plot,2791,0,0,0,East,4404,14839605
Banaras,Sarnath,House,4257,4,4,23,North-East,4526,17827154
Kanpur,Arya Nagar,Flat,1612,4,4,1,North-East,1113,7945934
Noida,Sector 62,Flat,3248,3,3,19,North,3299,22687993
Lucknow,Hazratganj,Plot,2650,0,0,0,North-East,3907,14645607
Gorakhpur,Taramandal,Flat,1633,4,4,8,East,2862,9281970
Kanpur,Arya Nagar,House,1256,4,4,3,North-East,3974,5208868
Noida,Sector 150,Flat,1306,5,5,8,North-East,3787,11639009
Banaras,Lanka,Flat,3625,5,5,6,East,1774,26006264
Noida,Greater Noida,Plot,1818,0,0,0,West,490,14503790
Lucknow,Gomti Nagar,Flat,4824,1,1,15,North-East,2088,32466089
Gorakhpur,Shahpur,Flat,1581,1,1,0,West,3171,6093573
Banaras,Sigra,Plot,2216,0,0,0,North,2307,10936981
Gorakhpur,Rustampur,Plot,697,0,0,0,South,1738,2851043
Noida,Sector 62,Flat,3980,4,4,18,North,1662,32313407
Kanpur,Kidwai Nagar,House,2346,2,2,20,East,4583,7267239
Kanpur,Kidwai Nagar,Flat,2421,5,5,2,South,919,11505587
Kanpur,Kidwai Nagar,Flat,4075,3,3,1,South,1252,16819676
Kanpur,Kidwai Nagar,Flat,2281,3,3,13,South,1662,9317362
Lucknow,Gomti Nagar,Plot,3538,0,0,0,West,3035,22364660
Kanpur,Kidwai Nagar,Plot,3123,0,0,0,West,191,13313261
Kanpur,Swaroop Nagar,Plot,2213,0,0,0,North-East,264,9014701
Gorakhpur,Rustampur,Flat,3159,1,1,22,East,2251,12114903
Kanpur,Swaroop Nagar,Flat,1871,5,5,5,North,617,9794885
Noida,Sector 150,Flat,1163,3,3,1,West,2755,10664188
Noida,Sector 62,Plot,4906,0,0,0,North-East,2093,35398422
Kanpur,Swaroop Nagar,Plot,3872,0,0,0,North-East,1425,14340571
Lucknow,Gomti Nagar,Flat,1493,4,4,9,North-East,735,12323394
Lucknow,Gomti Nagar,Flat,3106,2,2,6,South,3518,18617247
Noida,Sector 150,House,4587,1,1,23,South,4516,32664047
Kanpur,Kidwai Nagar,Flat,909,2,2,0,East,848,4533200
Banaras,Sarnath,Flat,4519,1,1,15,East,1890,22384930
Kanpur,Swaroop Nagar,Flat,3645,1,1,14,South,529,14702595
Lucknow,Gomti Nagar,House,4662,5,5,7,North-East,3254,30672714
Gorakhpur,Medical Road,Plot,1047,0,0,0,West,2967,3822613
Kanpur,Swaroop Nagar,Flat,4417,4,4,5,East,3604,15805234
Kanpur,Arya Nagar,Flat,3566,1,1,5,West,1591,14084689
Banaras,Sigra,Plot,2968,0,0,0,East,3057,13556086
Banaras,Lanka,Plot,3953,0,0,0,North,2237,24178610
Lucknow,Gomti Nagar,House,1475,5,5,7,North-East,326,13312882
Lucknow,Indira Nagar,Flat,2028,5,5,23,West,734,13803133
Lucknow,Hazratganj,Flat,2882,2,2,13,West,1028,21184449
Lucknow,Indira Nagar,House,4937,4,4,22,West,441,30474020
Kanpur,Kidwai Nagar,Flat,4838,2,2,11,East,1682,18894750
Banaras,Sarnath,House,3085,2,2,1,East,4456,13604937
Lucknow,Hazratganj,Flat,903,1,1,4,East,2440,6094711
Gorakhpur,Shahpur,Plot,793,0,0,0,North,706,3421947
Gorakhpur,Rustampur,Plot,775,0,0,0,North-East,1234,3272222
Lucknow,Gomti Nagar,Plot,2665,0,0,0,North-East,920,18907095
Gorakhpur,Medical Road,Flat,3185,5,5,11,North,552,16173850
Lucknow,Gomti Nagar,Flat,4993,2,2,7,South,3857,28920877
Lucknow,Gomti Nagar,Flat,2632,5,5,15,North-East,3887,16512996
Banaras,Sigra,House,1859,3,3,0,East,87,12195058
Kanpur,Arya Nagar,House,4275,2,2,10,East,2354,15627869
Banaras,Lanka,Plot,3142,0,0,0,South,812,21294156
Kanpur,Swaroop Nagar,Plot,1826,0,0,0,North-East,153,7676832
Lucknow,Indira Nagar,House,2693,2,2,5,East,3241,13921921
Lucknow,Hazratganj,House,4369,4,4,9,West,1823,31318664
Noida,Sector 150,Plot,3269,0,0,0,West,2306,28449296
Gorakhpur,Rustampur,Flat,4559,4,4,17,South,955,20013404
Kanpur,Swaroop Nagar,Flat,4415,1,1,19,West,3499,13824378
Lucknow,Indira Nagar,Flat,2944,1,1,22,North,118,17653150
Noida,Sector 150,Flat,2459,4,4,4,North-East,4860,17439098
Kanpur,Arya Nagar,Plot,1595,0,0,0,South,1182,6019475
Lucknow,Indira Nagar,Flat,2455,1,1,19,West,2288,12597294
Banaras,Sarnath,Flat,999,5,5,23,North,933,7066443
Lucknow,Gomti Nagar,House,4570,3,3,20,East,1949,30733611
Banaras,Sigra,Plot,2058,0,0,0,East,1884,10707807
Gorakhpur,Rustampur,Flat,4307,3,3,22,North-East,2479,17345077
Lucknow,Gomti Nagar,Flat,3883,4,4,24,North,1776,27982470
Lucknow,Indira Nagar,Plot,1323,0,0,0,East,2407,6930944
Noida,Sector 62,Flat,4214,4,4,0,North,763,35631878
Banaras,Lanka,Plot,720,0,0,0,South,1408,4723393
Gorakhpur,Shahpur,Plot,3603,0,0,0,South,4272,11477072
Kanpur,Swaroop Nagar,Flat,4271,3,3,4,West,4328,13510587
Lucknow,Gomti Nagar,Flat,2594,3,3,0,East,1125,20336045
Banaras,Sigra,Plot,2676,0,0,0,East,1774,13939394
Lucknow,Indira Nagar,Flat,4603,5,5,16,North-East,4972,20210491
Kanpur,Swaroop Nagar,Flat,1966,2,2,0,North,3921,6749099
Noida,Sector 150,House,3979,1,1,7,North,2811,31957112
Banaras,Sarnath,Flat,3480,1,1,17,North,3915,14780082
Lucknow,Hazratganj,Flat,3702,5,5,22,North-East,727,28654837
Banaras,Sigra,House,4899,5,5,8,North-East,3667,22490890
Lucknow,Hazratganj,House,757,5,5,7,East,390,7900588
Lucknow,Hazratganj,Plot,4621,0,0,0,West,2772,29652768
Banaras,Lanka,Plot,3530,0,0,0,South,795,24708702
Banaras,Sigra,Plot,3104,0,0,0,East,3933,13001613
Lucknow,Indira Nagar,House,3041,2,2,10,South,2855,15478622
Noida,Greater Noida,Plot,3941,0,0,0,South,215,33458293
Noida,Sector 150,Flat,1262,2,2,3,East,2016,11909549
Banaras,Sarnath,Flat,4617,2,2,21,East,2435,22974508
Lucknow,Indira Nagar,Flat,2504,4,4,9,West,3537,13423774
Lucknow,Gomti Nagar,House,1227,5,5,15,West,4345,8258779
Lucknow,Indira Nagar,Flat,2941,4,4,15,North,1751,17191252
Lucknow,Gomti Nagar,Flat,2071,3,3,3,East,767,16485030
Banaras,Sigra,Flat,924,3,3,23,East,331,5985157
Noida,Greater Noida,Flat,4199,3,3,22,South,3042,29430423
Banaras,Sigra,House,3816,4,4,9,South,4785,16517618
Banaras,Sarnath,House,3050,5,5,6,South,4743,13892889
Kanpur,Kidwai Nagar,Plot,4198,0,0,0,East,2941,14041518
Lucknow,Indira Nagar,Flat,4126,3,3,3,East,3897,19421809
Banaras,Sigra,Plot,803,0,0,0,South,4092,3344034
Lucknow,Gomti Nagar,Plot,3670,0,0,0,West,4162,20882371
Noida,Greater Noida,Plot,1345,0,0,0,North-East,2921,9478863
Gorakhpur,Taramandal,Flat,4591,4,4,10,East,397,28845994
Noida,Sector 150,Plot,2947,0,0,0,East,1197,26791459
Lucknow,Gomti Nagar,Flat,3553,4,4,4,South,584,28547085
Kanpur,Swaroop Nagar,Plot,3334,0,0,0,North-East,2766,11218997
Lucknow,Indira Nagar,Flat,2185,3,3,1,West,3981,10936688
Kanpur,Arya Nagar,Flat,2231,2,2,1,South,2470,8576504
Lucknow,Gomti Nagar,Flat,2556,3,3,15,North,622,19886712
Noida,Sector 62,Flat,2041,5,5,7,West,4099,14676531
Lucknow,Gomti Nagar,House,3157,3,3,19,North,3845,18818531
Kanpur,Swaroop Nagar,Flat,3106,3,3,9,West,976,12978125
Noida,Sector 62,Flat,828,1,1,21,West,3897,5000020
Banaras,Sigra,Plot,4145,0,0,0,South,3171,18460755
Kanpur,Arya Nagar,Plot,3242,0,0,0,North,1843,11585419
Kanpur,Swaroop Nagar,Flat,2982,3,3,16,South,1295,12142772
Noida,Sector 150,Flat,4838,3,3,9,North-East,1852,42254639
Noida,Greater Noida,Flat,4802,2,2,16,North,4818,27512654
Lucknow,Indira Nagar,Flat,3832,2,2,21,North,3376,18200458
Banaras,Lanka,House,4629,4,4,1,South,1553,31310849
Noida,Sector 150,Plot,4365,0,0,0,South,780,42477308
Banaras,Sigra,Flat,4121,2,2,15,East,1432,21708974
Gorakhpur,Rustampur,Plot,4142,0,0,0,North,148,40935140
Lucknow,Indira Nagar,Flat,3592,3,3,17,North,347,22357558
Noida,Greater Noida,House,4831,4,4,22,South,1783,37655918
Banaras,Lanka,House,2169,3,3,14,North,315,16117686
Banaras,Sarnath,Flat,4224,2,2,3,East,266,24422306
Lucknow,Hazratganj,Flat,3864,2,2,0,South,4401,22165715
Noida,Sector 150,Plot,704,0,0,0,East,3812,5326883
Noida,Greater Noida,Plot,1437,0,0,0,North,2486,10444896
Banaras,Sarnath,Flat,2817,5,5,1,East,4238,13109088
